"","ID","Name","Nationality","Club_Joining","Contract_Expiry","Rating","Height","Preffered_Foot","Birth_Date","Age","Work_Rate","Weight"
"7589",7589,"Yoon Bo Sang","Korea Republic",2016-01-01,2020,67,185,"Right",1993-09-09,23,"Medium / Medium",80
"7590",7590,"Rémi Oudin","France",2016-03-01,2019,67,185,"Left",1996-11-18,20,"Medium / Medium",79
"7591",7591,"Tatsuki Nara","Japan",2016-01-01,2019,67,180,"Right",1993-09-19,23,"Medium / High",77
"7592",7592,"Vladislavs Gutkovskis","Latvia",2016-02-26,2020,67,181,"Right",1995-04-02,21,"High / Medium",76
"7593",7593,"Kaoru Takayama","Japan",2015-01-01,2020,67,174,"Right",1988-07-08,28,"High / Low",67
"7594",7594,"Kentaro Moriya","Japan",2013-01-01,2020,67,173,"Right",1988-09-21,28,"Medium / Medium",65
"7595",7595,"Thomas Verhaar","Netherlands",2014-07-01,2017,67,180,"Left",1988-03-08,28,"Medium / Medium",80
"7596",7596,"Rick Van Drongelen","Netherlands",2015-07-01,2019,67,188,"Left",1998-12-20,18,"Medium / Medium",81
"7597",7597,"Borja Domínguez","Spain",2016-07-03,2018,68,187,"Left",1992-05-30,24,"Medium / Medium",81
"7598",7598,"Hiroki Kawano","Japan",2012-01-01,2020,67,168,"Left",1990-03-30,26,"Medium / Medium",65
"7599",7599,"Yuzo Iwakami","Japan",2016-01-01,2020,67,170,"Right",1989-07-28,27,"Medium / Medium",69
"7600",7600,"Gideon Baah","Ghana",2016-02-09,2020,67,184,"Left",1991-10-01,25,"Medium / High",84
"7601",7601,"Daichi Kamada","Japan",2015-01-01,2020,67,180,"Right",1996-08-05,20,"High / Medium",72
"7602",7602,"Matías Garrido","Argentina",2015-01-01,2017,67,170,"Right",1986-02-02,30,"Medium / Medium",67
"7603",7603,"Mauro Arambarri","Uruguay",2016-01-01,2020,67,175,"Right",1995-09-30,21,"Medium / Medium",76
"7604",7604,"Hiroyuki Abe","Japan",2017-01-07,2020,67,170,"Right",1989-07-05,27,"Medium / Medium",69
"7605",7605,"Kim Jungya","Japan",2011-01-01,2020,67,183,"Right",1988-05-17,28,"Medium / Medium",74
"7606",7606,"Naoki Wako","Japan",2014-01-01,2020,67,171,"Left",1989-11-26,27,"High / Medium",65
"7607",7607,"Walter Andrade","Argentina",2004-07-01,2017,67,188,"Right",1984-12-01,32,"Low / Medium",86
"7608",7608,"Gabriel","Brazil",2017-01-31,2021,67,191,"Left",1997-12-19,19,"Low / High",80
"7609",7609,"Artem Putivtsev","Ukraine",2016-02-05,2017,67,189,"Right",1988-08-29,28,"Medium / Medium",85
"7610",7610,"Wesley","Brazil",2016-01-29,2019,67,191,"Right",1996-11-26,20,"Medium / Medium",93
"7611",7611,"Daniel Imperiale","Argentina",2016-07-01,2017,67,190,"Right",1988-04-22,28,"Medium / Medium",80
"7612",7612,"Ryota Morioka","Japan",2016-01-22,2018,67,180,"Right",1991-04-12,25,"Medium / Medium",70
"7613",7613,"Josete","Spain",2016-07-12,2018,67,179,"Left",1988-05-28,28,"Medium / Medium",79
"7614",7614,"Zakaria El","Morocco",2015-07-07,2020,67,177,"Right",1996-05-07,20,"High / Low",65
"7615",7615,"Lee Ho Seung","Korea Republic",2016-01-06,2018,67,188,"Right",1989-12-21,27,"Medium / Medium",74
"7616",7616,"Fabian Herbers","Germany",2016-01-14,2020,67,183,"Right",1993-08-17,23,"High / Medium",75
"7617",7617,"Vasyl Pryyma","Ukraine",2015-10-18,2020,67,185,"Right",1991-06-10,25,"Low / Medium",81
"7618",7618,"Masato Kudo","Japan",2017-01-25,2017,67,177,"Right",1990-05-06,26,"High / Low",74
"7619",7619,"Han Chan Hee","Korea Republic",2016-01-08,2020,67,180,"Right",1997-03-17,19,"High / Medium",72
"7620",7620,"Kim Gun Hee","Korea Republic",2016-01-01,2020,67,184,"Right",1995-02-22,21,"High / Medium",71
"7621",7621,"Joni Montiel","Spain",2016-01-01,2017,67,173,"Left",1998-09-03,18,"Medium / Low",67
"7622",7622,"Abdülkadir Ömür","Turkey",2015-07-20,2018,66,168,"Left",1999-06-25,17,"High / Medium",67
"7623",7623,"Kevin Salazar","Colombia",2016-01-01,2017,67,170,"Right",1996-02-09,20,"High / Medium",62
"7624",7624,"Sadiq Umar","Nigeria",2016-06-30,2017,67,192,"Right",1997-02-02,19,"High / Medium",78
"7625",7625,"Marc Navarro","Spain",2015-12-17,2021,67,188,"Right",1995-07-02,21,"Medium / Medium",79
"7626",7626,"Tommy Thelin","Sweden",2007-01-01,2017,67,181,"Right",1983-09-22,33,"Medium / Medium",77
"7627",7627,"Lautaro Martínez","Argentina",2015-10-10,2019,67,174,"Right",1997-08-22,19,"High / Medium",79
"7628",7628,"Dodi Lukebakio","Dr Congo",2015-07-01,2020,67,187,"Left",1997-09-24,19,"Medium / Low",77
"7629",7629,"Stéphane Emaná","Cameroon",2013-07-01,2019,68,181,"Right",1994-06-17,22,"High / High",74
"7630",7630,"Martin Spelmann","Denmark",2016-07-01,2019,67,175,"Right",1987-03-21,29,"High / High",72
"7631",7631,"Unai Simón","Spain",2015-08-25,2018,67,189,"Right",1997-06-11,19,"Medium / Medium",84
"7632",7632,"Rey Manaj","Albania",2015-08-24,2020,67,182,"Right",1997-02-24,19,"Medium / Medium",76
"7633",7633,"Jean Patrick","Brazil",2016-02-11,2018,67,172,"Right",1992-06-25,24,"Medium / Medium",72
"7634",7634,"Toni Gorupec","Croatia",2015-08-15,2018,67,178,"Right",1993-07-04,23,"High / High",73
"7635",7635,"Bernard Costinho","Brazil",2015-02-01,2020,67,176,"Left",1988-02-29,28,"Medium / Medium",70
"7636",7636,"Fabri Arnoia","Brazil",2016-03-17,2020,67,175,"Right",1992-02-29,24,"Medium / Low",73
"7637",7637,"Marcundo Rochela","Brazil",2015-12-29,2020,67,187,"Right",1988-02-29,28,"High / Medium",81
"7638",7638,"Jose Emeirson","Brazil",2016-03-10,2020,67,175,"Right",1992-02-29,24,"Medium / Medium",70
"7639",7639,"Dersan Dinis","Brazil",2015-02-01,2020,67,186,"Right",1992-02-29,24,"Medium / Medium",80
"7640",7640,"Pedrildo Rocha","Brazil",2015-12-29,2018,67,181,"Left",1984-02-29,32,"Medium / Medium",75
"7641",7641,"Melvin Regalito","Brazil",2016-08-22,2020,67,182,"Left",1992-02-29,24,"Medium / Medium",76
"7642",7642,"Breno Laranjeiro","Brazil",2015-02-01,2020,67,181,"Left",1988-02-29,28,"Medium / Medium",69
"7643",7643,"Nazario Serpe","Brazil",2016-07-06,2020,67,178,"Right",1992-02-29,24,"Medium / High",77
"7644",7644,"Fredditinho","Brazil",2015-02-01,2020,67,174,"Right",1988-02-29,28,"Medium / Medium",68
"7645",7645,"Oswaldinato","Brazil",2015-12-29,2018,67,185,"Right",1984-02-29,32,"Medium / Medium",81
"7646",7646,"Arturo Inálcio","Brazil",2016-07-06,2020,67,184,"Right",1992-02-29,24,"Medium / Medium",76
"7647",7647,"Mauriçio Clerez","Brazil",2015-02-01,2020,67,189,"Right",1992-02-29,24,"Medium / Medium",81
"7648",7648,"Weilson Leal","Brazil",2015-12-29,2020,67,182,"Right",1988-02-29,28,"Low / Medium",78
"7649",7649,"Kaio Aldair","Brazil",2015-02-01,2020,67,175,"Right",1992-02-29,24,"High / Medium",63
"7650",7650,"Ataúlfo Anjos","Brazil",2015-02-01,2020,67,186,"Right",1992-02-29,24,"Medium / Medium",76
"7651",7651,"Silaldo Taffarel","Brazil",2016-06-09,2020,67,176,"Right",1984-02-29,32,"Medium / Medium",75
"7652",7652,"Lino Essier","Brazil",2015-02-01,2020,67,191,"Right",1992-02-29,24,"Medium / Medium",90
"7653",7653,"Rafael De Aseiro","Brazil",2015-02-01,2020,67,190,"Left",1992-02-29,24,"Medium / Medium",85
"7654",7654,"Marcelinho Moraisco","Brazil",2015-02-01,2018,67,191,"Right",1992-02-29,24,"Medium / Medium",90
"7655",7655,"Kaíque Mutto","Brazil",2015-02-01,2020,67,191,"Right",1992-02-29,24,"Medium / Medium",82
"7656",7656,"Adriano Junqueiras","Brazil",2016-08-31,2020,67,181,"Left",1988-02-29,28,"Medium / Medium",79
"7657",7657,"Gustavo Pastinho","Brazil",2015-01-01,2020,67,183,"Right",1992-02-29,24,"Medium / Medium",75
"7658",7658,"Vincente Dourado","Brazil",2015-01-01,2020,67,180,"Right",1984-02-29,32,"Medium / Medium",75
"7659",7659,"Guto Costinho","Brazil",2016-07-01,2020,67,178,"Right",1992-02-29,24,"Medium / Medium",72
"7660",7660,"Antonaldinho","Brazil",2015-01-01,2020,67,177,"Left",1992-02-29,24,"Medium / Medium",72
"7661",7661,"Nuno Cedrim","Brazil",2015-01-01,2020,67,181,"Right",1992-02-29,24,"Medium / Medium",78
"7662",7662,"Leo Vimieiro","Brazil",2015-01-01,2020,67,177,"Right",1988-02-29,28,"Medium / Medium",78
"7663",7663,"Paolinho Leima","Brazil",2016-08-31,2020,67,187,"Right",1988-02-29,28,"Medium / Medium",77
"7664",7664,"Kauã Zanson","Brazil",2015-01-01,2020,67,179,"Right",1984-02-29,32,"Medium / Medium",72
"7665",7665,"Eder Pinhanços","Brazil",2016-06-07,2017,67,178,"Left",1984-02-29,32,"Medium / Medium",75
"7666",7666,"Nosberto Vila","Brazil",2016-08-31,2020,67,176,"Right",1984-02-29,32,"High / Medium",75
"7667",7667,"Traeira Lopes","Brazil",2015-01-01,2020,67,192,"Left",1992-02-29,24,"Medium / Medium",81
"7668",7668,"Mateus Tangil","Brazil",2015-01-01,2020,67,189,"Right",1988-02-29,28,"Medium / Medium",85
"7669",7669,"Fepe Avedo","Brazil",2015-12-01,2017,67,184,"Right",1988-02-29,28,"Medium / Medium",77
"7670",7670,"Luís Machado","Portugal",2016-01-06,2017,67,168,"Right",1992-11-04,24,"Medium / Medium",62
"7671",7671,"Jeroen Van Der Lely","Netherlands",2014-07-02,2020,67,176,"Right",1996-03-22,20,"Medium / Medium",73
"7672",7672,"Àlex López","Spain",2015-07-27,2019,67,187,"Left",1993-09-18,23,"High / Medium",75
"7673",7673,"Ferrán Giner","Spain",2013-07-01,2018,67,176,"Left",1988-01-27,28,"High / Medium",69
"7674",7674,"Javier Parraguez","Chile",2016-06-28,2019,67,183,"Right",1989-12-31,27,"High / Low",86
"7675",7675,"Jordan Leborgne","France",2014-01-01,2018,67,173,"Right",1995-09-29,21,"High / Medium",63
"7676",7676,"Alexandru Ionut Mitrita","Romania",2015-07-22,2019,67,167,"Right",1995-02-08,21,"Medium / Medium",65
"7677",7677,"Emanuel Taffertshofer","Germany",2016-01-21,2018,67,175,"Right",1995-02-24,21,"Low / Medium",74
"7678",7678,"Mamadou Bagayoko","Ivory Coast",2015-07-15,2017,67,175,"Right",1989-12-31,27,"High / Medium",67
"7679",7679,"Lucas Rodríguez","Argentina",2015-07-09,2018,67,168,"Right",1997-04-27,19,"Medium / Medium",64
"7680",7680,"David Kiki","Benin",2015-06-29,2019,67,180,"Left",1993-11-25,23,"High / Medium",76
"7681",7681,"Francisco Ramos","Portugal",2014-07-01,2019,67,181,"Right",1995-04-10,21,"Medium / Medium",75
"7682",7682,"Michael Perlak","Austria",2014-07-01,2017,67,171,"Right",1985-12-26,31,"High / High",60
"7683",7683,"Ruca","Portugal",2017-01-02,2019,67,189,"Left",1990-09-11,26,"Medium / High",79
"7684",7684,"Vasco Costa","Portugal",2015-07-01,2018,67,184,"Right",1991-08-08,25,"Medium / Medium",78
"7685",7685,"Lorenzo Dickmann","Italy",2014-07-01,2020,67,177,"Right",1996-09-24,20,"High / Medium",70
"7686",7686,"Morillas","Spain",2016-08-29,2018,67,186,"Left",1986-09-28,30,"Medium / Medium",75
"7687",7687,"Anto Grgic","Switzerland",2016-07-13,2020,67,188,"Right",1996-11-28,20,"Medium / Medium",84
"7688",7688,"Thiago Santana","Brazil",2016-01-01,2019,67,184,"Left",1993-02-04,23,"Medium / Low",79
"7689",7689,"Alan Schons","Brazil",2015-07-01,2019,67,180,"Right",1993-05-24,23,"Medium / Medium",74
"7690",7690,"Kenny Prince Redondo","Germany",2015-07-01,2019,67,181,"Left",1994-08-29,22,"Medium / Medium",68
"7691",7691,"Branco Van Den Boomen","Netherlands",2015-07-01,2018,67,190,"Right",1995-07-21,21,"High / Medium",83
"7692",7692,"Levi García","Trinidad & Tobago",2015-01-01,2019,67,180,"Left",1997-11-20,19,"Medium / Medium",72
"7693",7693,"Fabien Antunes","France",2015-07-01,2017,67,183,"Left",1991-11-19,25,"High / Medium",79
"7694",7694,"Jhon Pérez","Colombia",2016-02-12,2017,67,174,"Right",1988-07-22,28,"Medium / Low",67
"7695",7695,"Medhi Jean Tahrat","Algeria",2016-09-01,2019,67,193,"Right",1990-01-24,26,"Medium / Medium",84
"7696",7696,"Mickaël Alphonse","France",2016-06-09,2018,67,182,"Right",1989-07-12,27,"High / High",75
"7697",7697,"Grischa Prömel","Germany",2015-08-11,2018,67,183,"Right",1995-01-09,21,"Medium / Medium",78
"7698",7698,"Patrick Joosten","Netherlands",2015-06-01,2018,67,185,"Right",1996-04-14,20,"Medium / High",73
"7699",7699,"Rafik Zekhnini","Norway",2015-01-12,2018,67,179,"Right",1998-01-12,18,"High / Medium",63
"7700",7700,"Emil Audero","Italy",2014-08-01,2018,67,190,"Right",1997-01-18,19,"Medium / Medium",81
"7701",7701,"Fayçal Rherras","Morocco",2016-06-15,2019,67,183,"Right",1993-04-07,23,"Medium / Medium",77
"7702",7702,"Jorge Ortiz","Spain",2016-07-11,2018,67,180,"Right",1992-04-25,24,"High / Medium",75
"7703",7703,"Joël Drommel","Netherlands",2014-03-20,2019,67,192,"Right",1996-11-16,20,"Medium / Medium",87
"7704",7704,"Christofer Gonzales","Peru",2015-07-07,2018,67,176,"Right",1992-10-12,24,"Medium / Low",69
"7705",7705,"Cameron Carter-Vickers","United States",2015-07-01,2018,67,183,"Right",1997-12-31,19,"Medium / High",92
"7706",7706,"Sander Berge","Norway",2017-01-02,2021,67,190,"Right",1998-02-18,18,"High / High",88
"7707",7707,"Cheikhou Dieng","Senegal",2016-06-14,2019,67,180,"Right",1993-11-23,23,"Medium / Medium",66
"7708",7708,"Manjrekar James","Canada",2015-08-25,2023,67,191,"Left",1993-08-05,23,"Medium / High",84
"7709",7709,"Kim Jong Woo","Korea Republic",2015-01-14,2017,67,180,"Right",1993-10-01,23,"High / Medium",68
"7710",7710,"Felix Platte","Germany",2015-02-03,2018,67,191,"Right",1996-02-11,20,"Medium / Medium",88
"7711",7711,"Henk Veerman","Netherlands",2015-02-02,2019,67,201,"Right",1991-02-26,25,"Medium / Medium",92
"7712",7712,"Carlos González","Paraguay",2016-07-07,2023,67,183,"Left",1993-02-04,23,"High / Medium",76
"7713",7713,"Pablo Mina","Colombia",2016-12-19,2023,67,183,"Right",1985-06-09,31,"Medium / Medium",81
"7714",7714,"Cristian Borja","Colombia",2016-07-04,2023,67,179,"Left",1993-01-18,23,"High / Medium",72
"7715",7715,"Denis Gómez","Colombia",2017-01-06,2023,67,174,"Right",1991-10-07,25,"Medium / Medium",70
"7716",7716,"Matt Polster","United States",2015-01-15,2019,67,183,"Right",1993-06-08,23,"High / High",77
"7717",7717,"Jari Schuurman","Netherlands",2014-07-01,2020,67,180,"Right",1997-02-22,19,"High / Low",65
"7718",7718,"Nicolás Sánchez","Argentina",2016-07-11,2023,67,180,"Left",1992-02-21,24,"Medium / Medium",70
"7719",7719,"Ezequiel Garré","Argentina",2016-08-09,2017,67,170,"Left",1981-11-10,35,"Medium / Medium",74
"7720",7720,"Karol Mets","Estonia",2015-01-08,2017,67,191,"Left",1993-05-16,23,"Medium / Medium",80
"7721",7721,"Halil Ibrahim Pehlivan","Turkey",2014-12-20,2019,67,183,"Left",1993-08-21,23,"Medium / Medium",72
"7722",7722,"Federico Crivelli","Argentina",2016-07-25,2023,67,185,"Right",1982-01-28,34,"Medium / Medium",81
"7723",7723,"Raúl Gudiño","Mexico",2015-07-01,2020,67,195,"Right",1996-04-22,20,"Medium / Medium",84
"7724",7724,"Moses Odjer","Ghana",2014-07-01,2019,67,170,"Right",1996-08-17,20,"High / High",69
"7725",7725,"Clavería","Spain",2014-07-01,2017,67,180,"Right",1996-04-01,20,"Medium / High",72
"7726",7726,"Joevin Jones","Trinidad & Tobago",2016-01-14,2023,67,180,"Left",1991-08-03,25,"High / Medium",73
"7727",7727,"Brian Torrealba","Chile",2013-01-01,2023,67,179,"Right",1997-07-14,19,"Medium / Medium",67
"7728",7728,"Emiliano Buendía","Argentina",2014-07-01,2021,68,170,"Right",1996-12-25,20,"Medium / Medium",65
"7729",7729,"Nicolas Pépé","Ivory Coast",2014-11-14,2019,67,178,"Left",1995-05-29,21,"High / Medium",68
"7730",7730,"Ali Gabr","Egypt",2014-01-01,2023,67,192,"Right",1987-01-10,29,"Medium / Medium",82
"7731",7731,"Franck Kom","Cameroon",2016-07-01,2020,67,176,"Right",1991-09-18,25,"Medium / Medium",79
"7732",7732,"Miguel Araujo","Peru",2014-11-07,2023,67,178,"Right",1994-10-24,22,"High / Medium",71
"7733",7733,"Pere Milla","Spain",2016-07-02,2018,67,179,"Left",1992-09-23,24,"Medium / Medium",70
"7734",7734,"Niklas Kreuzer","Germany",2014-07-01,2019,67,173,"Right",1993-02-20,23,"Medium / Medium",76
"7735",7735,"Josimar Atoche","Peru",2017-01-29,2023,67,176,"Right",1989-09-29,27,"Medium / Medium",81
"7736",7736,"Eneko Capilla","Spain",2012-07-19,2020,67,169,"Left",1995-06-13,21,"Medium / Medium",60
"7737",7737,"Aboubakar Kamara","France",2016-01-13,2017,67,177,"Left",1995-03-07,21,"Medium / Medium",76
"7738",7738,"Chris Bedia","Ivory Coast",2016-07-11,2018,67,190,"Left",1996-03-05,20,"Medium / Low",82
"7739",7739,"Cheick Keita","Mali",2017-01-19,2020,67,182,"Left",1996-11-16,20,"High / Low",76
"7740",7740,"Sergio Gil","Spain",2016-08-31,2019,67,183,"Left",1996-05-10,20,"Medium / Medium",68
"7741",7741,"Sibusiso Khumalo","South Africa",2016-07-01,2018,67,167,"Left",1989-08-07,27,"Medium / Medium",70
"7742",7742,"Mason Holgate","England",2015-08-13,2021,67,185,"Right",1996-10-22,20,"Medium / Medium",74
"7743",7743,"Alessandro Micai","Italy",2014-08-01,2020,67,186,"Right",1993-07-24,23,"Medium / Medium",77
"7744",7744,"Rafael Ramos","Portugal",2014-08-07,2017,67,170,"Right",1995-01-09,21,"High / Medium",70
"7745",7745,"Guilherme Sityá","Brazil",2016-09-06,2017,67,179,"Left",1990-04-01,26,"Medium / Medium",76
"7746",7746,"Maximiliano Pérez","Argentina",2016-07-12,2017,67,182,"Right",1986-10-26,30,"Medium / Medium",73
"7747",7747,"Wang Shenchao","China Pr",2007-01-01,2023,67,180,"Right",1989-02-08,27,"Medium / Medium",72
"7748",7748,"Pedro Nuno","Portugal",2017-01-01,2021,67,176,"Right",1995-01-13,21,"Medium / Medium",68
"7749",7749,"Maximilian Wittek","Germany",2014-07-01,2017,67,172,"Left",1995-08-21,21,"High / Medium",70
"7750",7750,"Luca Paganini","Italy",2012-07-01,2018,67,177,"Right",1993-06-08,23,"High / Medium",70
"7751",7751,"Mirko Gori","Italy",2012-01-01,2019,67,177,"Left",1993-02-04,23,"Medium / Medium",76
"7752",7752,"Cristóbal Vergara","Chile",2015-08-07,2017,67,175,"Right",1994-06-20,22,"Medium / Medium",73
"7753",7753,"Mohamed Rayhi","Netherlands",2015-07-07,2017,67,178,"Right",1994-07-01,22,"High / Medium",76
"7754",7754,"Javier Salas","Mexico",2013-07-01,2017,67,182,"Right",1993-08-20,23,"Medium / Medium",73
"7755",7755,"Rubio Rubin","United States",2017-01-31,2017,67,180,"Right",1996-03-01,20,"High / Medium",73
"7756",7756,"Robert Muric","Croatia",2014-07-01,2018,67,180,"Left",1996-03-12,20,"Medium / Medium",70
"7757",7757,"Diego Aguirre","Spain",2014-07-01,2017,67,174,"Left",1990-10-17,26,"Medium / Medium",62
"7758",7758,"Juan Pablo Miño","Argentina",2015-05-31,2019,67,181,"Right",1987-08-23,29,"Medium / High",83
"7759",7759,"Damián Martínez","Argentina",2016-07-01,2023,67,176,"Right",1990-01-31,26,"High / Low",77
"7760",7760,"Roman Gergel","Slovakia",2016-08-31,2020,67,180,"Right",1988-02-22,28,"Medium / Medium",77
"7761",7761,"Lucas Pirard","Belgium",2016-07-01,2019,67,190,"Right",1995-03-10,21,"Medium / Medium",88
"7762",7762,"Aaron Leya Iseka","Belgium",2013-11-30,2020,67,182,"Right",1997-11-15,19,"Medium / Medium",72
"7763",7763,"Samuel Bastien","Belgium",2016-08-25,2020,67,175,"Right",1996-09-26,20,"High / Medium",73
"7764",7764,"Darnell Furlong","England",2014-03-26,2019,67,180,"Right",1995-10-31,21,"Medium / Medium",76
"7765",7765,"Hugo Seco","Portugal",2017-01-31,2023,67,176,"Right",1988-06-17,28,"High / Medium",72
"7766",7766,"Juan Cámara","Spain",2014-07-03,2017,67,180,"Left",1994-02-13,22,"High / Medium",66
"7767",7767,"Nelsinho Na","Brazil",2014-07-01,2018,67,175,"Left",1988-01-01,29,"Medium / Medium",71
"7768",7768,"Recep Niyaz","Turkey",2016-06-03,2019,67,165,"Right",1995-01-01,22,"Medium / Low",64
"7769",7769,"Sheraldo Becker","Netherlands",2016-08-21,2019,67,180,"Right",1995-02-09,21,"High / Medium",75
"7770",7770,"Vladlen Yurchenko","Ukraine",2014-07-01,2018,67,181,"Right",1994-01-22,22,"Medium / Medium",74
"7771",7771,"Stefan Lainer","Austria",2015-07-01,2018,67,175,"Right",1992-08-27,24,"High / High",70
"7772",7772,"Flavio Ciampichetti","Argentina",2016-02-07,2017,67,186,"Right",1988-03-07,28,"High / Medium",85
"7773",7773,"Christian Chimino","Argentina",2015-01-07,2023,67,178,"Right",1988-02-09,28,"Medium / Medium",72
"7774",7774,"Luis Ruiz","Spain",2016-08-02,2017,67,181,"Left",1992-06-30,24,"Medium / Medium",73
"7775",7775,"Lee Gregory","England",2014-06-17,2017,67,188,"Right",1988-08-26,28,"Medium / Low",80
"7776",7776,"Adilson Goiano","Brazil",2015-07-17,2017,67,180,"Right",1988-09-02,28,"Medium / High",76
"7777",7777,"Thomas Renault","France",2005-06-01,2017,67,184,"Right",1984-03-05,32,"Medium / Medium",80
"7778",7778,"Emanuel Loeschbor","Argentina",2014-07-01,2023,67,180,"Right",1986-10-14,30,"Low / Medium",76
"7779",7779,"Joelinton","Brazil",2015-07-01,2020,67,187,"Right",1996-08-14,20,"High / Low",78
"7780",7780,"Cenk Ahmet Alkiliç","Turkey",2015-07-02,2017,67,177,"Right",1987-12-09,29,"Medium / Medium",70
"7781",7781,"Carlos Santos","Portugal",2012-07-01,2017,67,188,"Left",1989-03-31,27,"Low / High",93
"7782",7782,"Pablo Martinez","France",2016-06-26,2019,67,182,"Left",1989-02-21,27,"Medium / Medium",77
"7783",7783,"Zsolt Kalmár","Hungary",2014-07-28,2019,67,185,"Right",1995-06-09,21,"Medium / Medium",80
"7784",7784,"Mustafa Akbas","Turkey",2014-01-20,2018,67,188,"Left",1990-05-30,26,"Low / High",81
"7785",7785,"Krzysztof Piatek","Poland",2016-08-28,2020,67,183,"Right",1995-07-01,21,"Medium / Low",77
"7786",7786,"Nahuel Yeri","Argentina",2016-08-01,2023,67,174,"Right",1991-09-12,25,"Medium / Medium",81
"7787",7787,"Álvaro Bustos","Spain",2014-08-01,2017,67,173,"Left",1995-06-26,21,"High / Medium",70
